label,type,site_admin,company,blog,location,hireable,public_repos,public_gists,followers,following,text_bot_count,selected_feature_1,selected_feature_2,selected_feature_3,PCA_component_1,PCA_component_2,PCA_component_3
1,True,False,False,False,False,False,7,0,41,0,0,0,0,41,-206.16923036145042,-31.913336384088186,-77.3459505717715
1,True,False,True,True,True,True,129,16,87,35,0,1,16,87,-158.0256993013112,-4.707690874301238,45.90307843793958
1,True,False,True,False,True,False,27,0,53,25,0,1,0,53,-193.6016011737983,-29.33728509427843,-54.117053933349816
1,True,False,True,False,True,False,56,19,205,8,0,1,19,205,-41.340328733455145,-9.702844299521665,-31.985195684010566
1,True,False,False,True,False,True,97,0,10,5,0,0,0,10,-235.88819865353696,-23.97053648180443,12.484571399153227
1,True,False,True,True,False,False,339,81,524,42,0,0,81,524,282.1599856635723,74.87037401000553,241.60302487476537
1,True,False,True,False,True,False,28,4,61,4,0,1,4,61,-185.82006860118665,-26.152374296582423,-56.71831199014195
1,True,False,True,True,True,False,77,5,306,23,0,1,5,306,60.03139618669595,-21.986429323572693,-9.31238451473175
1,True,False,True,False,True,False,2,0,3,1,0,1,0,3,-244.21802038440097,-32.03201387217892,-81.56652893406113
1,True,False,False,True,True,False,82,76,87,56,0,1,76,87,-158.09246946733865,51.92621951907007,-2.5958942273703043
1,True,False,False,True,True,False,40,2,39,50,0,1,2,39,-207.11338774914472,-25.17757819307501,-37.57963767674138
1,True,False,True,False,False,False,29,1,9,18,0,0,1,9,-237.64543253311768,-28.148180298591416,-52.63121371598059
0,True,False,False,True,True,True,106,24,44,3,0,1,24,44,-201.6700405276593,0.36757514430020505,18.424580528816225
1,True,False,False,False,True,True,40,1,34,2,0,1,1,34,-212.6930105161365,-28.028650692824385,-44.53590985352347
1,True,False,False,True,True,True,54,1,13,2,0,1,1,13,-233.5001683484121,-26.712815009844018,-30.441171147851314
1,True,False,True,False,False,False,34,0,9,2,0,0,0,9,-237.77490841993352,-29.355223773270072,-49.99093513879064
1,True,False,True,False,True,False,193,8,444,1,0,1,8,444,199.32588661575045,-11.101589144534925,99.3840894532146
1,True,False,True,False,True,True,95,31,43,14,0,1,31,43,-202.6497217240608,6.856521500278803,8.615811447206301
1,True,False,True,True,True,False,72,8,336,45,0,1,8,336,90.23801157678203,-18.75743094356357,-11.678818166427622
1,True,False,False,False,False,False,16,0,12,1,0,0,0,12,-235.03055696277224,-30.92185095282333,-67.9102718397829
1,True,False,False,False,False,False,10,1,2,0,0,0,1,2,-245.11653679270043,-30.39921629934754,-73.91025199449118
1,True,False,True,True,True,False,21,0,11,1,0,1,0,11,-235.96277668834105,-30.49642713828024,-62.9713598532994
1,True,False,False,True,True,False,205,0,82,61,0,1,0,82,-161.77114684222292,-13.219334043894795,126.09998270443721
1,True,False,True,False,False,False,4,0,7,0,0,0,0,7,-240.20371747099074,-31.93139807595761,-79.80361441909605
1,True,False,True,False,False,False,36,9,10,87,0,0,9,10,-235.68201842821614,-16.8872340586439,-36.22971439682212
1,True,False,False,False,False,False,3,0,1,0,0,0,0,1,-246.21617905915156,-31.973985618403653,-80.70078926864522
1,True,False,False,False,False,False,26,5,28,5,0,0,5,28,-218.82402151508435,-25.058554761207876,-58.14625766581635
1,True,False,True,True,True,True,54,1,752,90,0,1,1,752,506.4236356525153,-28.31377176623445,-28.190643101913835
1,True,False,False,False,False,False,29,1,39,1,0,0,1,39,-207.8544758254309,-29.02306286454087,-55.590619942417625
0,True,False,True,True,True,True,169,3,27,0,0,1,3,27,-217.9627972782553,-15.27005614210119,82.13720657832016
1,True,False,False,True,True,False,26,33,48,8,0,1,33,48,-198.64389900614603,2.801792743016964,-60.478774866946594
1,True,False,True,False,True,False,327,6,262,32,0,1,6,262,19.528904427958828,0.5913599826986958,238.78744131628187
1,True,False,False,False,False,False,9,1,2,0,0,0,1,2,-245.1300433272253,-30.482921230794975,-74.89509595632744
1,True,False,True,True,True,True,171,21,117,544,0,1,21,117,-121.3377928017345,23.61876162074053,161.86580028014578
1,True,False,False,False,False,False,14,0,30,0,0,0,0,30,-217.072738323667,-31.25200497880069,-70.29129512253807
1,True,False,True,True,True,False,0,0,28,0,0,1,0,28,-219.26140526919806,-32.41012059947206,-84.04980498218173
1,True,False,True,True,True,False,105,4,43,33,0,1,4,43,-202.429325700118,-18.44203490362137,23.678271624676196
0,True,False,True,False,False,False,1,0,58,0,3,0,0,58,-189.25327466721112,-32.532016323181224,-83.50342114477249
1,True,False,False,False,False,False,26,18,4,0,0,0,18,4,-242.81113727894206,-12.146931880176755,-59.690844971580084
1,True,False,True,False,True,False,170,19,3025,47,0,1,19,3025,2780.167810957259,-17.95417152860715,44.860598870548515
1,True,False,False,False,False,False,2,0,0,2,0,0,0,0,-247.20554177033486,-31.97210140372612,-81.37443251897857
1,True,False,True,True,True,True,212,179,353,96,0,1,179,353,110.63884225751428,165.11531560197326,118.33647146343138
1,True,False,True,True,True,False,225,40,512,3,0,1,40,512,267.93881673255487,23.051690803556326,127.36178663686688
1,True,False,False,False,False,False,43,1,26,9,0,0,1,26,-220.56721662462715,-27.447148879195137,-40.42648077184214
1,True,False,True,True,True,False,183,219,111,9,0,1,219,111,-132.54165623460932,200.7491894680611,76.8605786625457
0,True,False,False,False,False,False,2,1,5,0,1,0,1,5,-242.22512449564175,-31.089397229871484,-81.83284063323885
1,True,False,False,False,True,False,72,4,36,0,0,1,4,36,-210.2693081262032,-22.455478708119742,-13.613027976067864
1,True,False,False,True,True,False,150,27,52,8,0,1,27,52,-193.00143723382695,7.179652826086366,62.11596486533034
1,True,False,False,True,False,True,414,111,814,9,0,0,111,814,572.8844041608652,107.7320554704878,303.67205481914203
1,True,False,False,False,False,False,1,0,0,0,0,0,0,0,-247.2430151921913,-32.13454121901167,-82.65586376355597
1,True,False,True,False,True,False,3,0,3,2,0,1,0,3,-244.1925304062104,-31.90894149881243,-80.4333913308543
1,True,False,False,False,False,False,4,0,0,0,0,0,0,0,-247.20249558861673,-31.88342642466936,-79.70133187804721
1,True,False,False,False,False,False,4,1,3,0,0,0,1,3,-244.1977529358595,-30.908300150319025,-79.83392919427052
1,True,False,False,True,False,False,210,75,142,0,0,0,75,142,-102.04972980271152,59.06319093427977,114.44468136666859
1,True,False,True,True,True,True,46,7,91,14,0,1,7,91,-155.44656287497952,-21.470535064784443,-38.212777308857646
1,True,False,True,True,True,False,117,117,516,33,0,1,117,516,271.2449630504121,91.83322212889756,18.554702979397465
1,True,False,True,False,True,False,8,3,320,13,0,1,3,320,72.96655181394216,-30.243108941766533,-78.77666947389567
1,True,False,False,False,True,False,163,6,656,120,0,1,6,656,412.2986463508549,-12.372501411545421,84.5651696233205
1,True,False,False,False,True,False,26,4,8,7,0,1,4,8,-238.80177040040684,-25.83841411723648,-57.46861872561183
1,True,False,False,True,True,False,170,5,69,15,0,1,5,69,-175.76644648715487,-12.892358257048095,84.55512596133467
1,True,False,False,False,False,False,37,0,32,13,0,0,0,32,-214.60665713395983,-28.828723335135575,-45.7412935200101
1,True,False,False,True,False,False,41,3,35,2,0,0,3,35,-211.66912427368536,-25.960413938991085,-43.74321786787363
1,True,False,False,False,True,False,10,0,0,0,0,1,0,0,-247.12143741353393,-31.381187260377683,-73.79224205473993
1,True,False,True,False,True,False,9,0,19,0,0,1,0,19,-228.13828906255222,-31.59511499055563,-75.05472970276642
1,True,False,True,True,True,False,34,0,99,101,0,1,0,99,-146.60441774181362,-26.07469391880116,-36.6250059434066
1,True,False,True,True,True,False,310,47,404,723,0,1,47,404,169.77097492113407,66.22125191376726,318.80189627647525
1,True,False,True,True,True,False,111,21,176,78,0,1,21,176,-68.74291518395137,-0.15317327214561643,32.80809372310738
1,True,False,False,False,False,False,4,0,0,0,0,0,0,0,-247.20249558861673,-31.88342642466936,-79.70133187804721
1,True,False,False,False,False,False,8,6,8,1,0,0,6,8,-239.10626073020862,-25.58993898798994,-76.26311199905363
0,False,False,False,False,False,False,0,0,0,0,2,0,0,0,-247.2565318705405,-32.218204223152945,-83.64070320621475
1,True,False,False,False,False,False,13,0,35,0,0,0,0,35,-212.08712953824167,-31.36998122168242,-71.34920622818325
1,True,False,True,True,True,False,125,14,671,155,0,1,14,671,427.2444039112244,-6.312694464584602,51.402171546833216
1,True,False,False,True,True,True,65,11,101,75,0,1,11,101,-144.43964084204,-13.564521972965267,-10.956003778016491
1,True,False,True,True,True,True,239,91,172,136,0,1,91,172,-69.94918269514486,82.57003051517728,161.31465332825786
1,True,False,True,False,True,False,26,5,447,1,0,1,5,447,200.05394415970918,-28.08794266675036,-64.86242136991231
1,True,False,False,False,True,False,77,1,37,8,0,1,1,37,-209.1219052226238,-24.715935961449684,-7.250801374869776
1,True,False,False,True,True,False,45,0,25,30,0,1,0,25,-221.2935937672714,-27.441820824624813,-35.23918863243083
1,True,False,False,True,True,False,31,3,85,7,0,1,3,85,-161.7531002331691,-26.94332958260596,-53.58083466518275
0,True,False,True,True,False,False,1,0,0,0,2,0,0,0,-247.2429727317535,-32.134463283767424,-82.65580438284974
1,True,False,True,True,True,False,60,0,44,7,0,1,0,44,-202.3699600682057,-27.221920815782084,-24.15492664260056
1,True,False,False,False,True,False,12,0,5,5,0,1,0,5,-242.03539180620493,-31.05121149932181,-71.1541530680234
1,True,False,True,False,True,False,15,0,22,21,0,1,0,22,-224.80612834645103,-30.286731908431342,-66.075339749252
1,True,False,True,True,True,False,25,0,1249,147,0,1,0,1249,1003.6217854446371,-32.89953760343695,-55.47253717293629
1,True,False,True,True,True,False,22,0,10,2,0,1,0,10,-236.93710977414042,-30.366500502626888,-61.82360882133075
1,True,False,True,False,False,False,81,0,17,0,0,0,0,17,-229.1654836726768,-25.554660977373462,-4.116763645321856
1,True,False,True,False,False,False,4,0,7,0,0,0,0,7,-240.20371747099074,-31.93139807595761,-79.80361441909605
0,True,False,False,False,False,False,13,1,0,0,0,0,1,0,-247.07566331710603,-30.13439298043151,-70.92649325145882
1,True,False,True,True,False,False,81,35,41,49,0,0,35,41,-204.39793524157517,11.058985658849952,-0.30755232030794755
1,True,False,False,True,True,False,3,0,0,0,0,1,0,0,-247.21594812704043,-31.96709464581751,-80.68610855162665
1,True,False,True,True,True,False,37,12,3249,3,0,1,12,3249,3001.7676574805864,-39.324245901595056,-95.30063587108616
1,True,False,True,False,False,False,2,0,2,0,0,0,0,2,-245.22984585999063,-32.0645366274182,-81.70023519895967
1,True,False,True,True,True,False,74,0,25,18,0,1,0,25,-221.04568892034467,-25.48677893095804,-8.458225975342645
1,True,False,True,False,True,False,40,32,14,9,0,1,32,14,-232.44210007405252,3.250366131769919,-45.95708192771327
1,True,False,True,True,True,False,41,2,6,1,0,1,2,6,-240.68121439622007,-26.79667907547537,-43.378927532641214
1,True,False,True,True,True,False,31,2,82,18,0,1,2,82,-164.6260083359067,-27.4854058111269,-51.81699583359939
1,True,False,False,True,True,True,302,6,17,180,0,1,6,17,-223.9918352538395,6.0044409076200385,239.694160686768
1,True,False,True,True,True,False,142,27,12659,59,0,1,27,12659,12412.271050509073,-77.89392355330732,-122.4312960589712
1,True,False,True,True,True,False,589,238,578,0,0,1,238,578,339.851712427792,250.09623633349443,466.8617295951581
1,True,False,True,True,True,False,27,0,15,11,0,1,0,15,-231.76261078857368,-29.627940179552457,-55.63781338362312
1,True,False,False,False,False,False,13,0,4,0,0,0,0,4,-243.0816445219329,-31.15749909078985,-70.89618993656799
1,True,False,True,True,False,False,106,6,312,3,0,0,6,312,66.18760969139412,-19.39178123809545,16.105753896309757
1,True,False,False,False,False,False,4,0,0,0,0,0,0,0,-247.20249558861673,-31.88342642466936,-79.70133187804721
1,True,False,True,True,True,True,465,6,165,27,0,1,6,165,-75.64990686693557,12.610703486201466,375.372023339919
1,True,False,True,True,True,False,83,0,165,2,0,1,0,165,-81.1406362496682,-26.322910338796003,-4.013208607395213
1,True,False,True,False,True,False,42,0,64,2,0,1,0,64,-182.67656865634868,-29.062559171860624,-42.91589597370893
1,True,False,True,True,True,True,116,20,81,15,0,1,20,81,-164.41879766424222,-2.5593220029343087,29.866886559475358
1,True,False,True,True,True,False,95,12,103,37,0,1,12,103,-142.48488574500396,-11.567357697943642,12.836144606585188
1,True,False,True,True,True,False,97,54,115,7,0,1,54,115,-130.59801386498975,29.155718330795477,6.453866886604099
1,True,False,True,True,True,False,42,10,113,16,0,1,10,113,-133.4647006734769,-18.890356090248467,-42.44337206726072
1,True,False,False,False,True,False,5,0,7,3,0,1,0,7,-240.15425830723035,-31.729589427865697,-78.37387494114199
1,True,False,False,True,True,False,13,0,4,6,0,1,0,4,-243.0096898638369,-30.921257728976215,-70.00636080008768
1,True,False,True,True,True,False,11,0,10,10,0,1,0,10,-236.98981410458737,-30.972315213196236,-71.47054327056496
1,True,False,True,True,True,True,79,13,8924,643,0,1,13,8924,8684.005503818891,-48.51571577247369,-42.0491845786192
1,True,False,False,False,True,False,16,0,25,0,0,1,0,25,-222.04482160663372,-31.05031422886448,-68.24851400276694
1,True,False,True,False,True,False,12,0,7,43,0,1,0,7,-239.58035814922846,-29.568949046251536,-65.54821009318121
1,True,False,True,False,True,False,9,2,48,3,0,1,2,48,-199.09692295426936,-29.68440814869548,-75.21115227262234
1,True,False,True,True,True,False,61,6,3718,6,0,1,6,3718,3471.013140886788,-46.386008600900766,-77.54065577255246
1,True,False,True,True,True,False,33,1,251,13,0,1,1,251,4.3059118683438005,-29.668892545517053,-52.969688547583104
1,True,False,True,False,True,True,192,54,0,0,0,1,54,0,-244.37845823994004,37.620337349999275,100.6565305143187
1,True,False,False,True,False,False,77,3,279,1243,0,0,3,279,47.64539217204681,24.2355190166746,172.17789708124988
1,True,False,False,True,True,False,74,10,169,4,0,1,10,169,-77.18621797892479,-17.068054459742914,-13.526252455890846
1,True,False,False,False,False,False,24,0,268,248,0,0,0,268,23.99211028033167,-22.283144492671887,-27.144028489575266
1,True,False,True,False,True,False,1,0,1,0,0,1,0,1,-246.24315649057172,-32.141377720971704,-82.6704396797444
1,True,False,True,False,True,False,47,83,27,18,0,1,83,27,-218.97305700737357,54.88164434120086,-42.44511452326385
1,True,False,False,False,True,False,17,1,8,0,0,1,1,8,-239.02303369915242,-29.85439777732956,-67.10399878191835
1,True,False,True,True,False,True,177,111,172,0,0,0,111,172,-72.3108859264272,91.94012431305543,78.31122581696127
1,True,False,False,True,True,False,55,6,804,54,0,1,6,804,558.0228818389211,-25.025288858289155,-33.748104806230806
1,True,False,True,True,True,True,150,15,510,76,0,1,15,510,265.6691417210091,-5.230864203775081,66.57211759639878
1,True,False,False,False,False,False,18,0,10,7,0,0,0,10,-236.9312893597078,-30.504527913840388,-65.02159521036332
1,True,False,True,False,True,True,106,36,55,0,0,1,36,55,-190.6446739837927,12.122325717946083,16.753837753385763
1,True,False,True,False,True,False,185,3,55,16,0,1,3,55,-189.55995320152275,-13.492854243795747,99.85815131710658
1,True,False,False,False,False,False,15,9,7,0,0,0,9,7,-240.00770111382917,-22.04945046385734,-69.76915556862255
1,True,False,True,True,True,True,57,13,16,22,0,1,13,16,-230.15721248041018,-13.746637244730413,-25.629679620188227
1,True,False,False,False,True,False,8,0,12,0,0,1,0,12,-235.15057371470306,-31.630848270714843,-75.93729112355383
0,True,False,False,False,False,False,4,0,0,0,1,0,0,0,-247.2025002073294,-31.88340511675323,-79.70132853581946
1,True,False,True,True,True,False,7,0,23,0,0,1,0,23,-224.1659748474743,-31.789914767905707,-77.08283010551902
1,True,False,True,False,True,False,85,21,117,108,0,1,21,117,-127.72417757520309,-0.7441038919749257,12.513111017460185
1,True,False,False,False,False,False,37,0,3,14,0,0,0,3,-243.58954254600516,-28.590582286897675,-45.169210444547815
1,True,False,True,True,True,True,14,719,201,20,0,1,719,201,-42.071630198458756,684.2637545110265,-133.6405047190252
1,True,False,True,False,True,False,6,1,3,0,0,1,1,3,-244.17070422918033,-30.740872527097324,-77.86420375802467
1,True,False,False,False,True,False,1,0,15,2,0,1,0,15,-232.22168337707538,-32.15861069386936,-82.57845185995184
1,True,False,False,False,False,False,2,0,10,0,0,0,0,10,-237.23127801776604,-32.11937891043281,-81.81715408933752
1,True,False,False,True,True,False,105,3,78,14,0,1,3,78,-167.6684940205998,-20.42561272605415,20.43796800162706
1,True,False,True,False,True,False,103,9,129,164,0,1,9,129,-114.87539187003526,-9.063358260427016,39.434469461379734
1,True,False,False,False,False,False,0,0,11,0,0,0,0,11,-236.2584680228257,-32.29364303561454,-83.80145544177184
1,True,False,False,False,True,False,35,7,22,5,0,1,7,22,-224.690835198793,-22.27269710643092,-49.372469444305516
1,True,False,False,False,False,False,1,0,0,0,0,0,0,0,-247.2430151921913,-32.13454121901167,-82.65586376355597
1,True,False,False,True,True,False,292,552,172,39,0,1,552,172,-67.96468798562462,542.2003894524189,158.20985815971912
1,True,False,True,True,True,False,157,53,74,20,0,1,53,74,-170.62985611022202,33.97512665513973,68.16022954376834
1,True,False,False,False,True,False,91,10,2,4,0,1,10,2,-243.9270936065066,-14.500435957923575,5.656496262576193
1,True,False,False,True,True,True,321,7,14,11,0,1,7,14,-228.7546088085719,1.9579887688720274,233.2996538263758
1,True,True,False,True,True,False,108,26,1387,29,0,1,26,1387,1141.4414585730046,-5.6553672097306835,4.446514460780415
1,True,False,True,False,True,False,46,5,105,0,0,1,5,105,-141.62739647805367,-24.10905377761557,-40.31604313802799
1,True,False,False,False,False,False,0,0,0,0,0,0,0,0,-247.25652172671616,-32.21824615045912,-83.64070772539225
1,True,False,False,True,False,False,71,6,9,0,0,0,6,9,-237.2674744066513,-20.362722876315043,-14.380808237534554
1,True,False,False,False,True,False,34,11,103,27,0,1,11,103,-143.4339439463283,-18.06275731605084,-48.63356914544524
1,True,False,True,False,True,False,20,2,136,0,0,1,2,136,-110.99987177436984,-29.484931309774254,-66.1087313475721
1,True,False,True,True,True,True,117,41,736,4,0,1,41,736,490.45774057996476,13.511269554941311,17.784806998570154
1,True,False,False,False,False,False,34,0,42,5,0,0,0,42,-204.7448136469604,-29.46332028769893,-50.02830882410137
1,True,False,True,False,True,False,10,0,183,59,0,1,0,183,-63.44677685737792,-30.31283000092831,-67.71716321699815
1,True,False,True,False,True,False,5,3,12,0,0,1,3,12,-235.1752562662206,-28.89488769670465,-79.15808263859292
1,True,False,False,False,False,False,0,2,3,0,0,0,2,3,-244.24650561317182,-30.24743081489786,-83.86206207155352
1,True,False,True,True,True,False,132,42,5027,21,0,1,42,5027,4781.110091844338,-12.979869969249783,-27.716561188559766
1,True,False,True,True,True,False,26,3,60,1,0,1,3,60,-186.88809349784347,-27.426694149466307,-59.02946914325934
1,True,False,True,False,True,False,70,2,183,10,0,1,2,183,-63.213026603937266,-25.228160645694054,-16.07042799385704
1,True,False,False,False,True,False,7,0,6,0,0,1,0,6,-241.1630186331682,-31.673427628441143,-76.83445451281942
1,True,False,False,True,True,False,120,39,20,7,0,1,39,20,-225.3496732314745,16.796742568454533,31.82489772999336
1,True,False,True,False,True,False,38,0,61,13,0,1,0,61,-185.59824610609428,-28.943774249680168,-45.18020147969222
1,True,False,True,False,True,True,82,20,85,21,0,1,20,85,-160.80686194829957,-5.196529204472501,-2.7865412457482033
1,True,False,False,False,False,True,6,0,1,0,0,0,0,1,-246.17565311770525,-31.722861227227074,-77.74621771191039
1,True,False,True,True,True,False,141,47,3900,54,0,1,47,3900,3654.852878483192,1.7757989004484396,2.066273698035092
1,True,False,False,True,False,False,32,5,57,87,0,0,5,57,-188.76543604346034,-21.526941406787117,-40.50086350053561
1,True,False,False,True,True,False,49,2,14,4,0,1,2,14,-232.5386439467993,-26.063779581153316,-35.172213804217265
1,True,False,True,False,True,True,0,1,2,2,0,1,1,2,-245.22759327511608,-31.1575033728227,-83.46202714631322
1,True,False,True,False,False,False,12,0,0,0,0,0,0,0,-247.09442664272217,-31.213778788370107,-71.8225687230735
1,True,False,False,False,True,True,103,5,91,132,0,1,5,91,-153.27324267393507,-14.045409267665445,35.59943956116315
1,True,False,True,False,True,False,42,22,12,1,0,1,22,12,-234.5633352901803,-6.840345628223069,-44.256945978102145
0,True,False,False,False,False,False,30,0,9,9,0,0,0,9,-237.7450671220679,-29.414479590346172,-52.89226695682526
1,True,False,False,False,False,False,21,0,16,10,0,0,0,16,-230.85588104119552,-30.17643636746205,-61.70986297331349
1,True,False,False,True,True,False,16,1,6,25,0,1,1,6,-240.73656524184477,-28.940181001534597,-64.35223361599935
1,True,False,False,False,False,False,35,0,23,24,0,0,0,23,-223.50025989859606,-28.501402976339108,-45.94823052975016
1,True,False,True,False,False,False,56,1,27,20,0,0,1,27,-219.2599740617944,-25.9327889868359,-26.0068811813725
1,True,False,False,False,False,False,26,0,5,3,0,0,0,5,-241.87028617812234,-29.958086918502843,-57.662950937346636
1,True,False,True,True,True,False,46,22,35,6,0,1,22,35,-211.45342643381346,-6.466309590743512,-39.912169549458085
0,True,False,True,False,True,False,1,0,6,0,1,1,0,6,-241.24404578933414,-32.17562772448986,-82.74350348132555
1,True,False,True,True,True,False,24,1,5,3,0,1,1,5,-241.89195512058808,-29.129762825167752,-59.72131714241671
1,True,False,False,False,False,True,9,0,6,0,0,0,0,6,-241.13601819418045,-31.506017744319045,-74.86475297021055
1,True,False,False,True,False,False,34,0,34,3,0,0,0,34,-212.76733001804487,-29.487193938549968,-50.2079474407812
1,True,False,False,False,False,False,7,0,9,2,0,0,0,9,-238.13960152180022,-31.61526510707064,-76.5817335686533
1,True,False,False,False,False,False,3,0,13,0,0,0,0,13,-234.21830229127104,-32.056236765845945,-80.87615041378662
1,True,False,False,False,False,False,59,0,51,1,0,0,0,51,-195.456676482592,-27.58985512977093,-26.131905202533233
1,True,False,True,False,True,False,90,22,103,78,0,1,22,103,-142.00839764762654,-0.4149537590825676,13.104352558250993
1,True,False,True,False,True,False,53,0,12,26,0,1,0,12,-234.23119345607802,-26.840564680964857,-27.76366670500336
1,True,False,True,True,False,False,42,7,132,27,0,0,7,132,-114.35208392763722,-21.574621971828908,-40.82355212113397
1,True,False,False,False,True,False,14,0,2,1,0,1,0,2,-245.0557817037886,-31.020708617242583,-69.73379942354788
1,True,False,True,False,True,False,66,1,89,0,0,1,1,89,-157.3755286545457,-26.308043196920742,-20.030320921362375
1,True,False,False,False,False,False,8,2,6,5,0,0,2,6,-241.0790669266739,-29.401516940583633,-75.28568245629587
1,True,False,False,False,False,False,75,0,10,0,0,0,0,10,-236.24530099745192,-26.008918914769843,-9.923544875290565
1,True,False,True,False,True,False,64,0,79,10,0,1,0,79,-167.2862113876249,-27.008925078967376,-20.282181113773266
1,True,False,False,True,True,True,25,1,6,0,0,1,1,6,-240.91458618489457,-29.171013069649838,-59.195939322511535
1,True,False,False,True,False,True,26,0,61,77,0,0,0,61,-184.99337839737106,-27.42869817303004,-47.5074925793902
1,True,False,False,False,True,False,23,1,9,7,0,1,1,9,-237.85828732235265,-29.083450357498386,-60.17149295006849
1,True,False,False,True,False,False,36,13,249,1,0,0,13,249,2.2662299117642912,-17.928227555425604,-52.83057537282673
1,True,False,True,False,True,False,13,0,50,27,0,1,0,50,-196.7661949617847,-30.409856463843873,-67.56444183003093
1,True,False,False,False,True,False,1,0,0,0,0,1,0,0,-247.2429962242575,-32.13453164340463,-82.65583771126626
1,True,False,True,True,True,True,60,11,146,11,0,1,11,146,-100.28205936002837,-16.810996531210968,-26.028609468911675
0,True,False,False,False,False,False,126,6,31,0,0,0,6,31,-214.52854262817104,-15.909772551709047,39.464072994733435
1,True,False,True,False,True,False,21,0,10,9,0,1,0,10,-236.86676723117216,-30.174660475333138,-61.770438529540044
1,True,False,False,False,True,False,26,1,27,0,0,1,1,27,-219.90483667261805,-29.2312843777529,-58.51805827186587
1,True,False,False,False,False,True,5,0,38,1,0,0,0,38,-209.18372284093275,-32.020806421369166,-79.12346489656206
1,True,False,True,False,True,False,4,0,9,1,0,1,0,9,-238.19206893141106,-31.905729583005193,-79.68452158295933
1,True,False,True,True,True,True,11,24,127,7,0,1,24,127,-119.91989655198772,-7.995819160619527,-75.75532440709051
1,True,False,True,True,True,False,64,0,7,12,0,1,0,7,-239.2494700794088,-26.43665617578334,-18.933385724216652
0,True,False,True,True,False,False,0,0,133,0,5,0,0,133,-114.28002561174078,-33.12972117561846,-85.58422434331987
1,True,False,True,True,True,True,31,6,167,2,0,1,6,167,-79.81168281438596,-24.71513133453674,-55.78682398880607
1,True,False,True,False,True,False,280,63,934,5,0,1,63,934,690.7522305924865,47.74251950510861,173.61647195858959
0,True,False,True,True,True,False,2,0,12,0,0,1,0,12,-235.23156122398905,-32.13304253998747,-81.84630219832069
1,True,False,False,False,False,False,99,15,34,16,0,0,15,34,-211.65455362263504,-8.599287866047305,14.40333073135666
1,True,False,False,False,True,True,66,0,28,8,0,1,0,28,-218.2741518012229,-26.57068131116641,-17.863767395048555
1,True,False,False,True,True,False,201,68,2641,0,0,1,68,2641,2396.349653040102,34.211231243527884,69.68345249630269
1,True,False,False,False,True,False,289,17,84,3,0,1,17,84,-159.24237774155887,8.441546947704177,198.68770669675314
1,True,False,True,False,True,False,25,0,28,1,0,1,0,28,-218.91179349057845,-30.278157006059274,-59.280453530871746
1,True,False,True,True,True,True,104,24,727,4,0,1,24,727,481.19409922185054,-4.441920233879163,6.6222258625003105
0,True,False,False,True,True,False,58,2,46,4,0,1,2,46,-200.4227470883943,-25.52977159130581,-26.776247868067973
1,True,False,False,False,True,False,47,0,27,1,0,1,0,27,-219.61448946471745,-28.42980243664856,-37.59928440199585
1,True,False,True,True,True,False,133,15,443,35,0,1,15,443,197.960057818584,-7.80868718067776,44.72879100480187
1,True,False,False,False,False,False,16,22,0,0,0,0,22,0,-246.9244010370023,-8.97380790066006,-69.83585899464744
1,True,False,True,True,True,False,304,32,1174,191,0,1,32,1174,933.0994010443001,24.562425345100223,224.0796305988046
1,True,False,True,False,True,False,79,6,362,2,0,1,6,362,115.80208695482573,-22.033912502523336,-11.364013336406355
1,True,False,True,True,True,False,106,11,406,2,0,1,11,406,160.18538053466142,-15.096994453317436,14.140038853931465
1,True,False,True,False,True,False,34,7,13,4,0,1,7,13,-233.71471608319823,-22.334072934495918,-50.37407472837271
1,True,False,False,False,False,False,9,0,4,0,0,0,0,4,-243.13567066003233,-31.492318816579594,-74.83556578391303
1,True,False,False,False,False,False,26,1,13,2,0,0,1,13,-233.87841164908085,-29.056599397505845,-58.01690903874945
1,True,False,True,True,True,True,85,0,185,107,0,1,0,185,-59.85889397803605,-22.1589947233029,13.235082756178908
1,True,False,True,True,False,True,126,0,80,14,0,0,0,80,-165.40102701032532,-21.668576667917424,41.35676051169886
1,True,False,False,False,True,False,3,0,22,16,0,1,0,22,-225.02814064877398,-31.488036480115674,-78.63494695842365
1,True,False,True,True,True,False,312,84,347,7,0,1,84,347,104.42304572715575,75.43276157777117,212.14229231052724
1,True,False,True,True,False,True,140,53,247,119,0,0,53,247,3.2962711659856416,35.26373221612099,63.57084313138754
1,True,False,False,True,True,False,48,6,179,33,0,1,6,179,-67.2127312135105,-22.15402572943582,-34.62278603175267
1,True,False,True,False,True,False,13,1,3,0,0,1,1,3,-244.07615848750638,-30.15493800696526,-70.97029602517084
1,True,False,True,False,True,False,30,0,12,2,0,1,0,12,-234.829446398129,-29.710596710313315,-53.97412522013134
1,True,False,True,False,False,False,153,1,23,0,0,0,1,23,-222.18880134216016,-18.573342425668148,66.6155640043802
1,True,False,True,False,True,False,41,14,57,3,0,1,14,57,-189.60302474411853,-15.119269968428247,-44.8927507119737
1,True,False,True,True,True,False,73,19,294,1,0,1,19,294,47.78968597108774,-9.16543476718667,-17.581457746219794
1,True,False,False,False,False,False,52,19,67,18,0,0,19,67,-179.25013890315162,-8.698119170861405,-32.425019461097115
1,True,False,True,False,False,False,16,12,4,4,0,0,12,4,-242.9298929445541,-18.800637609520596,-68.4135563845489
